"sp_name","esthe_score","file_name","copyright","iucn","rls","kingdom","phylum","class","order","family","genus","species","ages_mean","ED","ED_sd","esthe_score_mean"
"Leiocottus_hirundo",1452.4552,"Leiocottus_hirundo_A_2","NO",0,1,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Leiocottus","Leiocottus hirundo",16.6525747935056,23.8892582567016,5.77242257982925,1462.8468
"Lepidonectes_bimaculatus",1441.4833,"Lepidonectes_bimaculatus_A_1","YES",1,0,"Animalia","Chordata","Actinopterygii","Perciformes","Tripterygiidae","Lepidonectes","Lepidonectes bimaculatus",NA,NA,NA,1469.0604
"Lepidonectes_clarkhubbsi",1377.4294,"Lepidonectes_clarkhubbsi_M_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Tripterygiidae","Lepidonectes","Lepidonectes clarkhubbsi",10.5208158719197,19.6871752505927,5.74155851762947,1391.97306666667
"Lepidonectes_corallicola",1382.8268,"Lepidonectes_corallicola_A_2","NO",1,1,"Animalia","Chordata","Actinopterygii","Perciformes","Tripterygiidae","Lepidonectes","Lepidonectes corallicola",9.70429614885211,17.9306772377997,5.45719412605292,1423.09565
"Lepidozygus_tapeinosoma",1270.7053,"Lepidozygus_tapeinosoma_A_2","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Lepidozygus","Lepidozygus tapeinosoma",7.51245298315103,13.4770126638866,4.99807546982582,1285.50415
"Leptatherina_presbyteroides",1129.9993,"Leptatherina_presbyteroides_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinidae","Leptatherina","Leptatherina presbyteroides",55.7832872499995,65.8441108063522,4.15761391823455,1273.8657
"Leptocottus_armatus",1202.6685,"Leptocottus_armatus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Leptocottus","Leptocottus armatus",21.9807606526606,28.5356814196197,7.80757731011506,1294.1117
"Leptojulis_cyanopleura",1448.8291,"Leptojulis_cyanopleura_M_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Leptojulis","Leptojulis cyanopleura",6.6265650601137,11.1305844276585,7.13561970289116,1443.8609
"Leptoscarus_vaigiensis",1423.0588,"Leptoscarus_vaigiensis_M_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Leptoscarus","Leptoscarus vaigiensis",11.7884028089876,20.4431260778892,5.67784964123027,1430.80216666667
"Lesueurigobius_friesii",1415.3774,"Lesueurigobius_friesii_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Lesueurigobius","Lesueurigobius friesii",20.576348734883,27.5898968464789,12.8875363189078,1520.4823
"Lethrinus_amboinensis",1225.5707,"Lethrinus_amboinensis_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lethrinidae","Lethrinus","Lethrinus amboinensis",15.4446716401274,23.6874476227819,3.47646090869818,1286.2218
"Lethrinus_atkinsoni",1356.8182,"Lethrinus_atkinsoni_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lethrinidae","Lethrinus","Lethrinus atkinsoni",10.8779836691521,18.2154541463546,2.3079551104621,1364.8244
"Lethrinus_borbonicus",1329.5593,"Lethrinus_borbonicus_A_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lethrinidae","Lethrinus","Lethrinus borbonicus",11.1692456591068,18.8711119225815,2.95778838337019,1332.985
"Lethrinus_erythracanthus",1516.6145,"Lethrinus_erythracanthus_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lethrinidae","Lethrinus","Lethrinus erythracanthus",20.1692535461953,26.2313251561206,3.3410708421181,1447.8629
"Lethrinus_erythropterus",1317.7307,"Lethrinus_erythropterus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lethrinidae","Lethrinus","Lethrinus erythropterus",19.2647877020839,25.1056100360373,3.84589850288662,1389.43685
"Lethrinus_genivittatus",1268.9729,"Lethrinus_genivittatus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lethrinidae","Lethrinus","Lethrinus genivittatus",25.3002756363435,34.506417460099,6.97438692451481,1317.6194
"Lethrinus_harak",1306.7319,"Lethrinus_harak_J_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lethrinidae","Lethrinus","Lethrinus harak",10.2367168127083,16.2355971525232,1.55223689302071,1345.11763333333
"Lethrinus_laticaudis",1236.7789,"Lethrinus_laticaudis_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lethrinidae","Lethrinus","Lethrinus laticaudis",8.26946906100006,14.9205122552996,1.90660054541445,1228.3934
"Lethrinus_lentjan",1323.6185,"Lethrinus_lentjan_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lethrinidae","Lethrinus","Lethrinus lentjan",9.47992107821548,15.6164436139074,1.6295956701509,1296.1872
"Lethrinus_microdon",1262.7653,"Lethrinus_microdon_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lethrinidae","Lethrinus","Lethrinus microdon",22.7316090938141,30.2480653865225,7.60417565311233,1273.13765
"Lethrinus_miniatus",1480.8706,"Lethrinus_miniatus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lethrinidae","Lethrinus","Lethrinus miniatus",16.7159355402714,24.1144076329378,3.58867500728634,1381.93003333333
"Lethrinus_nebulosus",1351.0537,"Lethrinus_nebulosus_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lethrinidae","Lethrinus","Lethrinus nebulosus",11.3826218420427,17.3029500919908,2.1823338371834,1331.78383333333
"Lethrinus_obsoletus",1366.4641,"Lethrinus_obsoletus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lethrinidae","Lethrinus","Lethrinus obsoletus",7.62204996718206,14.5632510405017,1.77550675756046,1375.681
"Lethrinus_olivaceus",1272.9038,"Lethrinus_olivaceus_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lethrinidae","Lethrinus","Lethrinus olivaceus",16.0889991067524,23.8648713298739,3.84734761838232,1255.9813
"Lethrinus_ornatus",1374.611,"Lethrinus_ornatus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lethrinidae","Lethrinus","Lethrinus ornatus",11.6078998988707,17.9264981410951,2.36650769268775,1380.6458
"Lethrinus_rubrioperculatus",1198.9828,"Lethrinus_rubrioperculatus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lethrinidae","Lethrinus","Lethrinus rubrioperculatus",16.8623118239078,25.0989545020836,4.9845096447346,1228.4714
"Lethrinus_variegatus",1303.4965,"Lethrinus_variegatus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lethrinidae","Lethrinus","Lethrinus variegatus",18.4448039062356,25.1926707212835,3.72124397795823,1351.0737
"Lethrinus_xanthochilus",1207.1523,"Lethrinus_xanthochilus_A_1",NA,0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lethrinidae","Lethrinus","Lethrinus xanthochilus",15.3347495099474,21.8908965377377,4.29328876562596,1226.7954
"Leviprora_inops",1270.2183,"Leviprora_inops_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Platycephalidae","Leviprora","Leviprora inops",26.4158279902638,39.9887893326247,12.7085089546648,1357.1493
"Limnichthys_fasciatus",1302.9308,"Limnichthys_fasciatus_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Creediidae","Limnichthys","Limnichthys fasciatus",52.4791330511847,61.9702393053865,24.3381796965143,1345.1106
"Liparis_montagui",1373.2683,"Liparis_montagui_A_3","NO",0,1,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Liparidae","Liparis","Liparis montagui",18.2669592217993,26.0445933921195,10.0794400194164,1317.24005
"Lipophrys_pholis",1403.3503,"Lipophrys_pholis_A_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Blenniidae","Lipophrys","Lipophrys pholis",10.154891512342,16.9716058825419,7.22347437218653,1395.0365
"Lithognathus_lithognathus",1135.3191,"Lithognathus_lithognathus_A_2","NO",1,1,"Animalia","Chordata","Actinopterygii","Perciformes","Sparidae","Lithognathus","Lithognathus lithognathus",12.9173264927688,18.392443477855,3.48259591443551,1242.6759
"Lithognathus_mormyrus",1167.3372,"Lithognathus_mormyrus_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Sparidae","Lithognathus","Lithognathus mormyrus",17.9138744800359,23.3188890442012,4.04593184544918,1257.274
"Liza_luciae",1210.6265,"Liza_luciae_A_1","YES",1,0,"Animalia","Chordata","Actinopterygii","Mugiliformes","Mugilidae","Liza","Liza luciae",NA,NA,NA,1285.9927
"Lotella_rhacina",1407.9292,"Lotella_rhacina_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Gadiformes","Moridae","Lotella","Lotella rhacina",15.0835465700005,33.9953663252735,6.91633501848591,1392.85035
"Lotilia_graciliosa",1563.2234,"Lotilia_graciliosa_A_2","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Lotilia","Lotilia graciliosa",25.9857932703642,34.4432576566976,8.13256886515385,1591.3253
"Lucayablennius_zingaro",1406.4331,"Lucayablennius_zingaro_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Chaenopsidae","Lucayablennius","Lucayablennius zingaro",20.6082223631204,25.3245191620114,3.12112627147489,1406.3805
"Lutjanus_alexandrei",1413.0015,"Lutjanus_alexandrei_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus alexandrei",11.443915701533,24.0717391894019,7.85307156697829,1347.76003333333
"Lutjanus_analis",1253.097,"Lutjanus_analis_A_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus analis",6.40124342574412,10.2773482646488,2.03377370787049,1293.7687
"Lutjanus_apodus",1279.3514,"Lutjanus_apodus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus apodus",8.52854776853705,13.7642329724048,4.60538139770124,1346.99
"Lutjanus_aratus",1314.064,"Lutjanus_aratus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus aratus",6.59607344154018,11.0776276945361,6.68877103177315,1313.6441
"Lutjanus_argentimaculatus",1314.644,"Lutjanus_argentimaculatus_A_2","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus argentimaculatus",5.57898393730355,10.4667318575313,2.71108359400184,1338.3776
"Lutjanus_argentiventris",1487.494,"Lutjanus_argentiventris_A_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus argentiventris",5.10231151277477,10.4539552488181,3.21136714702686,1420.74625
"Lutjanus_biguttatus",1521.4805,"Lutjanus_biguttatus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus biguttatus",6.01366793718003,9.93321877739428,2.04538350613221,1564.069
"Lutjanus_bohar",1298.369,"Lutjanus_bohar_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus bohar",6.2245032840878,10.0884131129361,2.16591176515474,1298.369
"Lutjanus_boutton",1383.2051,"Lutjanus_boutton_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus boutton",6.73467986731851,10.9840383293874,2.19630936215194,1462.3687
"Lutjanus_campechanus",1311.7465,"Lutjanus_campechanus_A_1","YES",1,0,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus campechanus",8.54295915543864,12.3428437361432,3.18322320133681,1442.2312
"Lutjanus_carponotatus",1426.0303,"Lutjanus_carponotatus_A_2","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus carponotatus",5.02886360480749,9.11796493095937,1.57766232355576,1410.4685
"Lutjanus_cyanopterus",1320.4766,"Lutjanus_cyanopterus_A_1","NO",1,0,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus cyanopterus",6.44464722629437,10.3776939542114,1.71915106150893,1332.13
"Lutjanus_decussatus",1382.7709,"Lutjanus_decussatus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus decussatus",7.36563989642483,11.1017106954485,2.33613033195292,1440.4116
"Lutjanus_ehrenbergii",1373.3657,"Lutjanus_ehrenbergii_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus ehrenbergii",5.22255646515333,9.36408882601252,1.57889351716573,1469.5176
"Lutjanus_erythropterus",1315.9668,"Lutjanus_erythropterus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus erythropterus",9.33066718746709,14.1590303256997,5.69552141949688,1392.7958
"Lutjanus_fulviflamma",1445.1396,"Lutjanus_fulviflamma_A_3","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus fulviflamma",6.02425245664542,9.95243923844148,1.72908627593363,1363.68231772487
"Lutjanus_fulvus",1359.3312,"Lutjanus_fulvus_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus fulvus",6.62719977760837,10.4671815975146,2.08362980104116,1371.76345
"Lutjanus_gibbus",1350.8519,"Lutjanus_gibbus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus gibbus",4.62497486418123,8.71804643824124,5.75159261872405,1433.606
"Lutjanus_griseus",1249.4421,"Lutjanus_griseus_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus griseus",6.45248182950296,11.6611360880191,3.95793712838269,1217.0905
"Lutjanus_guttatus",1396.0505,"Lutjanus_guttatus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus guttatus",6.26435478127374,10.20052205007,1.68305890037239,1420.8236
"Lutjanus_inermis",1348.265,"Lutjanus_inermis_A_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus inermis",4.23148076794773,9.78792640925099,2.42330248152963,1278.7405
"Lutjanus_jocu",1248.7681,"Lutjanus_jocu_A_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus jocu",5.52668624500015,10.3528601463989,3.16879472556701,1342.5171
"Lutjanus_johnii",1284.77,"Lutjanus_johnii_A_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus johnii",7.95062935876457,12.1813567707422,3.07048938280495,1308.3628
"Lutjanus_jordani",1318.7922,"Lutjanus_jordani_A_2","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus jordani",5.88127162957908,10.5446664075616,2.43894729341092,1326.4486
"Lutjanus_kasmira",1672.9222,"Lutjanus_kasmira_A_3","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus kasmira",7.43238558159371,11.8019538115879,2.85781563629983,1615.60965319735
"Lutjanus_lemniscatus",1231.0204,"Lutjanus_lemniscatus_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus lemniscatus",18.1912057627211,29.9393989356123,10.5364093603763,1220.13203333333
"Lutjanus_lutjanus",1448.0084,"Lutjanus_lutjanus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus lutjanus",5.85447039992125,9.73641570888687,1.56601382917908,1399.04935
"Lutjanus_mahogoni",1294.1746,"Lutjanus_mahogoni_A_3","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus mahogoni",7.4175498356698,11.0113122182514,2.46493727606598,1295.12566666667
"Lutjanus_monostigma",1408.506,"Lutjanus_monostigma_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus monostigma",4.64764791977739,8.87119283096643,1.45679480877231,1408.506
"Lutjanus_novemfasciatus",1273.7043,"Lutjanus_novemfasciatus_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus novemfasciatus",5.92351723407699,10.2396267698047,1.84162048909427,1278.2999
"Lutjanus_quinquelineatus",1539.8824,"Lutjanus_quinquelineatus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus quinquelineatus",6.6128910721353,11.087749845964,2.49620854110161,1566.9905
"Lutjanus_rivulatus",1355.8278,"Lutjanus_rivulatus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus rivulatus",8.01441401874045,12.120816553565,3.33319929523324,1472.9563
"Lutjanus_rufolineatus",1396.0298,"Lutjanus_rufolineatus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus rufolineatus",5.56131646027879,9.64483170135639,1.61068623665289,1436.8472
"Lutjanus_russellii",1286.7357,"Lutjanus_russellii_A_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus russellii",4.50717294863101,8.79027139678795,1.47650937571558,1325.88495
"Lutjanus_sebae",1634.4224,"Lutjanus_sebae_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus sebae",7.93062206382646,12.5622607248847,6.28075689879076,1658.1773
"Lutjanus_semicinctus",1355.159,"Lutjanus_semicinctus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus semicinctus",5.07227302662514,10.1656927658352,2.51119172752171,1355.159
"Lutjanus_synagris",1488.9008,"Lutjanus_synagris_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus synagris",6.85828423379246,10.5802588037888,2.1532031523717,1438.728675
"Lutjanus_viridis",1652.2372,"Lutjanus_viridis_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus viridis",4.17952165858844,9.60693340507157,2.11781937178056,1628.0603
"Lutjanus_vitta",1394.6052,"Lutjanus_vitta_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus vitta",6.31535976744392,10.1521042237789,1.98495144553106,1359.9291
"Luzonichthys_waitei",1462.709,"Luzonichthys_waitei_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","Luzonichthys","Luzonichthys waitei",13.5062686981377,25.5751989344623,9.31293828104082,1491.2809
"Luzonichthys_whitleyi",1440.7019,"Luzonichthys_whitleyi_A_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","Luzonichthys","Luzonichthys whitleyi",15.7193067263975,27.6548430813827,10.9512458521717,1449.6881
"Lythrypnus_dalli",1572.8599,"Lythrypnus_dalli_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Lythrypnus","Lythrypnus dalli",19.4259299363919,28.6729869451915,12.463106696627,1591.874
"Lythrypnus_gilberti",1559.9214,"Lythrypnus_gilberti_A_1","YES",1,1,"Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Lythrypnus","Lythrypnus gilberti",21.4784587842321,31.9344189137854,12.6972796235208,1559.7585
"Lythrypnus_insularis",1450.49,"Lythrypnus_insularis_A_1","YES",1,0,"Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Lythrypnus","Lythrypnus insularis",18.4775515826624,26.6104939911833,13.2570970191379,1505.1638
"Macolor_macularis",1583.6282,"Macolor_macularis_J_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Macolor","Macolor macularis",7.66693643522311,15.8958742610234,6.05689251619732,1619.30266666667
"Macolor_niger",1726.297,"Macolor_niger_J_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Macolor","Macolor niger",8.54136719755149,14.5872882455178,5.12590269013366,1365.24215106153
"Macrodontogobius_wilburi",1202.6987,"Macrodontogobius_wilburi_A_3","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Macrodontogobius","Macrodontogobius wilburi",30.6164074709205,40.57612713665,9.93949741420504,1220.302
"Macropharyngodon_bipartitus",1737.3223,"Macropharyngodon_bipartitus_M_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Macropharyngodon","Macropharyngodon bipartitus",13.2202251766776,20.3107385732434,7.59192626156555,1626.70372
"Macropharyngodon_choati",1682.7805,"Macropharyngodon_choati_J_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Macropharyngodon","Macropharyngodon choati",13.1180585425539,19.639694318687,7.29082616012018,1596.191
"Macropharyngodon_geoffroy",1876.6006,"Macropharyngodon_geoffroy_F_2","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Macropharyngodon","Macropharyngodon geoffroy",13.2509041478031,18.4742422581876,6.17955424846116,1723.44925
"Macropharyngodon_kuiteri",1584.4089,"Macropharyngodon_kuiteri_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Macropharyngodon","Macropharyngodon kuiteri",12.7114543130391,19.7942239790529,8.29844283814683,1623.72885
"Macropharyngodon_meleagris",1851.0017,"Macropharyngodon_meleagris_J_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Macropharyngodon","Macropharyngodon meleagris",12.6284462565093,19.106197022622,6.36540544823835,1708.7658
"Macropharyngodon_negrosensis",1647.2039,"Macropharyngodon_negrosensis_F_3","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Macropharyngodon","Macropharyngodon negrosensis",13.4267280543128,19.8399908481364,7.41720824428248,1534.390925
"Macropharyngodon_ornatus",1636.8391,"Macropharyngodon_ornatus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Macropharyngodon","Macropharyngodon ornatus",11.1494556193435,18.5657229774451,6.23555206656186,1641.31226666667
"Malacanthus_brevirostris",1343.2151,"Malacanthus_brevirostris_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Malacanthidae","Malacanthus","Malacanthus brevirostris",27.0417585028498,40.5574717890833,10.9993617885701,1398.29215
"Malacanthus_latovittatus",1570.0227,"Malacanthus_latovittatus_J_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Malacanthidae","Malacanthus","Malacanthus latovittatus",23.2751784808518,39.1067012099303,5.17575962548098,1453.82482848643
"Malacanthus_plumieri",1397.4043,"Malacanthus_plumieri_J_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Malacanthidae","Malacanthus","Malacanthus plumieri",21.7317457488785,38.4609126104333,3.36310025890764,1328.8977
"Malacoctenus_boehlkei",1545.891,"Malacoctenus_boehlkei_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labrisomidae","Malacoctenus","Malacoctenus boehlkei",15.9116512999331,23.4968242266708,5.82894193634758,1565.7848
"Malacoctenus_ebisui",1287.9675,"Malacoctenus_ebisui_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labrisomidae","Malacoctenus","Malacoctenus ebisui",11.1577262082005,16.9683625885315,4.38587962869952,1363.709
"Malacoctenus_hubbsi",1471.2422,"Malacoctenus_hubbsi_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labrisomidae","Malacoctenus","Malacoctenus hubbsi",6.30364579918653,13.0350302377211,2.41681239393415,1492.6179
"Malacoctenus_macropus",1423.3191,"Malacoctenus_macropus_F_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labrisomidae","Malacoctenus","Malacoctenus macropus",10.8027761729852,17.5760619306803,4.19925009796403,1448.7046
"Malacoctenus_margaritae",1292.9585,"Malacoctenus_margaritae_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labrisomidae","Malacoctenus","Malacoctenus margaritae",13.78413320966,20.4640700969433,5.14421024830647,1338.1462
"Malacoctenus_tetranemus",1314.5741,"Malacoctenus_tetranemus_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labrisomidae","Malacoctenus","Malacoctenus tetranemus",9.35726929214696,15.3491965640393,3.42676182882843,1367.5176
"Malacoctenus_triangulatus",1518.2258,"Malacoctenus_triangulatus_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labrisomidae","Malacoctenus","Malacoctenus triangulatus",7.46333856898477,13.9173645536655,2.67179092102562,1438.33
"Malacoctenus_zonifer",1429.0007,"Malacoctenus_zonifer_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labrisomidae","Malacoctenus","Malacoctenus zonifer",5.99093600093093,12.855628747435,2.40823651591492,1442.4135
"Malacoctenus_zonogaster",1384.9312,"Malacoctenus_zonogaster_A_1","NO",1,0,"Animalia","Chordata","Actinopterygii","Perciformes","Labrisomidae","Malacoctenus","Malacoctenus zonogaster",6.6058429646835,13.2363070549923,2.66439958686943,1412.9541
"Manonichthys_splendens",1682.0692,"Manonichthys_splendens_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pseudochromidae","Manonichthys","Manonichthys splendens",11.2866101896979,21.3420343323133,7.64409855619176,1746.1772
"Maxillicosta_scabriceps",1375.0337,"Maxillicosta_scabriceps_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Neosebastidae","Maxillicosta","Maxillicosta scabriceps",20.3467840509137,33.5212021014687,25.1842614107419,1475.5952
"Mccoskerichthys_sandae",1426.7549,"Mccoskerichthys_sandae_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Chaenopsidae","Mccoskerichthys","Mccoskerichthys sandae",35.6444592809714,40.7603178765087,7.15210649097074,1408.7358
"Mecaenichthys_immaculatus",1788.0703,"Mecaenichthys_immaculatus_J_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Mecaenichthys","Mecaenichthys immaculatus",13.8852011147038,22.4104511218843,8.20338031922719,1600.17295
"Medialuna_californiensis",1207.8044,"Medialuna_californiensis_A_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Kyphosidae","Medialuna","Medialuna californiensis",10.4242856363514,17.1906220668138,9.61101915704911,1205.3402
"Megalops_atlanticus",1179.4038,"Megalops_atlanticus_A_2","YES",1,1,"Animalia","Chordata","Actinopterygii","Elopiformes","Megalopidae","Megalops","Megalops atlanticus",130.966262,149.003359733333,0,1215.9671
"Meiacanthus_abruptus",1372.1084,"Meiacanthus_abruptus_A_1","NO",1,0,"Animalia","Chordata","Actinopterygii","Perciformes","Blenniidae","Meiacanthus","Meiacanthus abruptus",NA,NA,NA,1509.7166
