names_worms,scores,species,set
Sparisoma_amplum_F_1,1402.851,Sparisoma_amplum,a
Sparisoma_chrysopterum_M_2,1493.8670000000002,Sparisoma_chrysopterum,a
Stegastes_punctatus_A_2,1430.104,Stegastes_punctatus,a
Symphorus_nematophorus_A_2,1741.432,Symphorus_nematophorus,a
Thalassoma_grammaticum_A_1,1617.211,Thalassoma_grammaticum,a
Thalassoma_grammaticum_A_2,1623.261,Thalassoma_grammaticum,a
Zebrasoma_scopas_140,1443.02364613384,Zebrasoma_scopas,a
Zebrasoma_scopas_A_1,1706.104,Zebrasoma_scopas,a
Abudefduf_vaigiensis_3,1412.25811400655,Abudefduf_vaigiensis,b
Acanthurus_grammoptilus_A_2,1475.1960000000001,Acanthurus_grammoptilus,b
Acanthurus_leucopareius_A_1,1354.106,Acanthurus_leucopareius,b
Acanthurus_tennentii_8,1662.2504185268801,Acanthurus_tennentii,b
Acanthurus_tennentii_A_1,1538.211,Acanthurus_tennentii,b
Acanthurus_thompsoni_9,1351.53308931591,Acanthurus_thompsoni,b
Acanthurus_thompsoni_A_2,1251.038,Acanthurus_thompsoni,b
Acanthurus_triostegus_10,1474.24585046121,Acanthurus_triostegus,b
Acanthurus_triostegus_A_1,1601.775,Acanthurus_triostegus,b
Achoerodus_viridis_J_1,1425.866,Achoerodus_viridis,b
Aethaloperca_rogaa_11,1192.36771678023,Aethaloperca_rogaa,b
Balistes_capriscus_A_1,1652.476,Balistes_capriscus,b
Balistes_punctatus_A_2,1738.4270000000001,Balistes_punctatus,b
Bodianus_mesothorax_A_1,1547.391,Bodianus_mesothorax,b
Cephalopholis_spiloparaea_A_1,1336.764,Cephalopholis_spiloparaea,b
Chaetodipterus_zonatus_A_1,1521.731,Chaetodipterus_zonatus,b
Chaetodon_falcula_34,1620.0820651263598,Chaetodon_falcula,b
Chaetodon_guttatissimus_35,1583.49905200982,Chaetodon_guttatissimus,b
Chaetodon_miliaris_A_1,1661.714,Chaetodon_miliaris,b
Chaetodon_pelewensis_A_1,1711.756,Chaetodon_pelewensis,b
Chilomycterus_antennatus_A_1,1513.525,Chilomycterus_antennatus,b
Chlorurus_gibbus_M_1,1698.08,Chlorurus_gibbus,b
Chlorurus_gibbus_M_2,1713.339,Chlorurus_gibbus,b
Chromis_atripectoralis_46,1553.5559762449698,Chromis_atripectoralis,b
Chromis_dimidiata_47,1452.27041963125,Chromis_dimidiata,b
Cirrhitus_rivulatus_J_1,1612.82,Cirrhitus_rivulatus,b
Ctenochaetus_striatus_53,1276.91997831574,Ctenochaetus_striatus,b
Ctenochaetus_tominiensis_A_1,1545.8429999999998,Ctenochaetus_tominiensis,b
Ctenochaetus_tominiensis_A_2,1590.9779999999998,Ctenochaetus_tominiensis,b
Dascyllus_aruanus_54,1420.7337390619,Dascyllus_aruanus,b
Dascyllus_aruanus_A_1,1672.289,Dascyllus_aruanus,b
Diploprion_bifasciatum_A_3,1562.479,Diploprion_bifasciatum,b
Eleotrica_cableae_A_1,1399.8239999999998,Eleotrica_cableae,b
Epinephelus_cyanopodus_A_1,1573.786,Epinephelus_cyanopodus,b
Epinephelus_cyanopodus_A_2,1496.592,Epinephelus_cyanopodus,b
Epinephelus_labriformis_A_1,1495.297,Epinephelus_labriformis,b
Epinephelus_ongus_A_2,1345.194,Epinephelus_ongus,b
Epinephelus_ongus_A_3,1374.3270000000002,Epinephelus_ongus,b
Gomphosus_caeruleus_juv_62,1203.1976657429302,Gomphosus_caeruleus,b
Gomphosus_caeruleus_M_1,1549.349,Gomphosus_caeruleus,b
Gomphosus_caeruleus_male_63,1386.0979300782801,Gomphosus_caeruleus,b
Haemulon_scudderii_A_2,1224.4489999999998,Haemulon_scudderii,b
Halichoeres_chierchiae_M_1,1559.924,Halichoeres_chierchiae,b
Halichoeres_hortulanus_F_2,1620.546,Halichoeres_hortulanus,b
Halichoeres_hortulanus_J_1,1383.806,Halichoeres_hortulanus,b
Halichoeres_hortulanus_male_66,1496.4533573389701,Halichoeres_hortulanus,b
Halichoeres_marginatus_M_1,1729.9089999999999,Halichoeres_marginatus,b
Labroides_pectoralis_A_1,1412.858,Labroides_pectoralis,b
Labroides_phthirophagus_A_1,1548.2879999999998,Labroides_phthirophagus,b
Labropsis_manabei_J_1,1447.6270000000002,Labropsis_manabei,b
Lutjanus_griseus_A_1,1168.222,Lutjanus_griseus,b
Lutjanus_semicinctus_A_1,1355.1589999999999,Lutjanus_semicinctus,b
Mycteroperca_fusca_A_1,1384.136,Mycteroperca_fusca,b
Mycteroperca_fusca_A_2,1327.8329999999999,Mycteroperca_fusca,b
Naso_unicornis_87,1456.2687342301901,Naso_unicornis,b
Ophthalmolepis_lineolata_M_1,1611.84,Ophthalmolepis_lineolata,b
Ostorhinchus_aureus_A_3,1345.3929999999998,Ostorhinchus_aureus,b
Oxycheilinus_bimaculatus_F_1,1415.33,Oxycheilinus_bimaculatus,b
Oxycheilinus_unifasciatus_J_1,1295.617,Oxycheilinus_unifasciatus,b
Paracanthurus_hepatus_95,1753.18592281142,Paracanthurus_hepatus,b
Plectorhinchus_lessonii_J_1,1501.433,Plectorhinchus_lessonii,b
Pomacanthus_arcuatus_A_2,1604.969,Pomacanthus_arcuatus,b
Pomacanthus_imperator_J_1,1907.889,Pomacanthus_imperator,b
Pomacanthus_imperator_J_2,1910.861,Pomacanthus_imperator,b
Pomacanthus_semicirculatus_206,1870.07247686555,Pomacanthus_semicirculatus,b
Pomacentrus_simsiang_J_1,1778.29,Pomacentrus_simsiang,b
Pristiapogon_kallopterus_A_3,1422.224,Pristiapogon_kallopterus,b
Pseudanthias_bicolor_F_1,1508.977,Pseudanthias_bicolor,b
Pseudanthias_huchtii_F_1,1541.755,Pseudanthias_huchtii,b
Pseudanthias_huchtii_M_1,1509.0520000000001,Pseudanthias_huchtii,b
Pseudochromis_fuscus_A_2,1581.9489999999998,Pseudochromis_fuscus,b
Pygoplites_diacanthus_A_1,1756.3970000000002,Pygoplites_diacanthus,b
Pygoplites_diacanthus_J_1,1691.717,Pygoplites_diacanthus,b
Pygoplites_diacanthus_J_3,1907.904,Pygoplites_diacanthus,b
Rhinecanthus_aculeatus_114,1601.60980726932,Rhinecanthus_aculeatus,b
Salarias_fasciatus_A_1,1413.4229999999998,Salarias_fasciatus,b
Scarus_globiceps_F_1,1179.138,Scarus_globiceps,b
Scarus_niger_fem_122,1331.53619669392,Scarus_niger,b
Scarus_niger_J_1,1339.933,Scarus_niger,b
Scarus_niger_juv_123,1387.93162757172,Scarus_niger,b
Scarus_niger_male_124,1432.73767024768,Scarus_niger,b
Scarus_quoyi_M_1,1664.5410000000002,Scarus_quoyi,b
Scarus_quoyi_M_3,1707.088,Scarus_quoyi,b
Scarus_schlegeli_M_1,1641.985,Scarus_schlegeli,b
Scarus_taeniopterus_M_2,1684.6670000000001,Scarus_taeniopterus,b
Scolopsis_trilineata_A_1,1272.705,Scolopsis_trilineata,b
Scolopsis_xenochrous_A_2,1406.0810000000001,Scolopsis_xenochrous,b
Semicossyphus_pulcher_A_2,1380.606,Semicossyphus_pulcher,b
Sparisoma_viride_M_1,1645.9520000000002,Sparisoma_viride,b
Symphorichthys_spilurus_A_2,1700.892,Symphorichthys_spilurus,b
Thalassoma_amblycephalum_fem_131,1287.82630281315,Thalassoma_amblycephalum,b
Thalassoma_amblycephalum_M_1,1290.981,Thalassoma_amblycephalum,b
Thalassoma_amblycephalum_male_132,1361.74783480805,Thalassoma_amblycephalum,b
Thalassoma_hebraicum_134,1432.01207875363,Thalassoma_hebraicum,b
Thalassoma_hebraicum_M_1,1844.483,Thalassoma_hebraicum,b
Thalassoma_lunare_F_1,1381.271,Thalassoma_lunare,b
Thalassoma_lunare_male_136,1599.11701982301,Thalassoma_lunare,b
Thalassoma_purpureum_fem_137,1379.10461305644,Thalassoma_purpureum,b
Thalassoma_purpureum_male_138,1732.3391564006101,Thalassoma_purpureum,b
Thalassoma_trilobatum_M_2,1612.7120000000002,Thalassoma_trilobatum,b
Trachypoma_macracanthus_A_2,1447.9720000000002,Trachypoma_macracanthus,b
Abudefduf_sparoides_2,1377.63203553,Abudefduf_sparoides,d
Acanthaluteres_vittiger_F_1,1464.806,Acanthaluteres_vittiger,d
Acanthopagrus_latus_A_1,1187.185,Acanthopagrus_latus,d
Acanthurus_mata_A_1,1683.412,Acanthurus_mata,d
Acanthurus_tristis_176,1344.5298726147,Acanthurus_tristis,d
Acanthurus_tristis_J_1,1478.122,Acanthurus_tristis,d
Amphiprion_akallopisos_141,1544.5541863758701,Amphiprion_akallopisos,d
Anampses_twistii_13,1562.6352576545098,Anampses_twistii,d
Arothron_nigropunctatus1_16,1407.9898668513001,Arothron_nigropunctatus,d
Arothron_nigropunctatus2_17,1285.63276078782,Arothron_nigropunctatus,d
Arothron_nigropunctatus3_18,1399.35176199093,Arothron_nigropunctatus,d
Arothron_nigropunctatus4_19,1231.01951488204,Arothron_nigropunctatus,d
Arothron_nigropunctatus5_20,1345.74857566722,Arothron_nigropunctatus,d
Arothron_nigropunctatus6_21,1397.76960864517,Arothron_nigropunctatus,d
Arothron_nigropunctatus7_22,1439.60184414982,Arothron_nigropunctatus,d
Arothron_nigropunctatus8_23,1356.7312827850699,Arothron_nigropunctatus,d
Arothron_nigropunctatus9_24,1220.3485143633802,Arothron_nigropunctatus,d
Aspidontus_taeniatus_A_1,1523.808,Aspidontus_taeniatus,d
Caesio_xanthonota_162,1402.70730777788,Caesio_xanthonota,d
Carangoides_fulvoguttatus_A_2,1295.729,Carangoides_fulvoguttatus,d
Centropyge_multispinis_31,1331.5906843449,Centropyge_multispinis,d
Centropyge_nox_A_2,1338.076,Centropyge_nox,d
Cephalopholis_argus_A_3,1542.614,Cephalopholis_argus,d
Chaetodon_adiergastos_A_1,1681.138,Chaetodon_adiergastos,d
Chaetodon_flavirostris_A_1,1736.369,Chaetodon_flavirostris,d
Chaetodon_lunula_43,1605.20750769864,Chaetodon_lunula,d
Chaetodon_melannotus_38,1605.28873520108,Chaetodon_melannotus,d
Chaetodon_melannotus_A_1,1704.293,Chaetodon_melannotus,d
Chaetodon_multicinctus_A_1,1618.6629999999998,Chaetodon_multicinctus,d
Chaetodon_triangulum_A_1,1620.1889999999999,Chaetodon_triangulum,d
Cheilinus_trilobatus_A_1,1362.033,Cheilinus_trilobatus,d
Cheilinus_trilobatus_A_2,1490.585,Cheilinus_trilobatus,d
Chlorurus_microrhinos_M_3,1677.0439999999999,Chlorurus_microrhinos,d
Chromis_viridis_50,1479.20499993254,Chromis_viridis,d
Chromis_viridis_M_1,1527.918,Chromis_viridis,d
Chromis_weberi_51,1317.53593143744,Chromis_weberi,d
Chromis_weberi_A_2,1219.33,Chromis_weberi,d
Cirripectes_stigmaticus_A_3,1448.3310000000001,Cirripectes_stigmaticus,d
Coris_roseoviridis_F_1,1533.1729999999998,Coris_roseoviridis,d
Epinephelus_macrospilos_A_1,1673.6989999999998,Epinephelus_macrospilos,d
Exallias_brevis_A_2,1721.994,Exallias_brevis,d
Forcipiger_longirostris_60,1713.0788027574201,Forcipiger_longirostris,d
Genicanthus_caudovittatus_F_1,1498.818,Genicanthus_caudovittatus,d
Haemulon_aurolineatum_A_1,1259.027,Haemulon_aurolineatum,d
Haemulon_parra_A_1,1290.508,Haemulon_parra,d
Halichoeres_cosmetus_fem_192,1605.56786683316,Halichoeres_cosmetus,d
Halichoeres_cosmetus_male_194,1522.48831391047,Halichoeres_cosmetus,d
Halichoeres_maculipinna_F_1,1527.3770000000002,Halichoeres_maculipinna,d
Halichoeres_ornatissimus_F_1,1667.4089999999999,Halichoeres_ornatissimus,d
Heniochus_acuminatus_68,1727.2348190129699,Heniochus_acuminatus,d
Hipposcarus_harid_M_1,1610.0910000000001,Hipposcarus_harid,d
Holacanthus_bermudensis_J_1,1789.705,Holacanthus_bermudensis,d
Iniistius_pavo_J_1,1439.6529999999998,Iniistius_pavo,d
Labroides_dimidiatus_71,1465.89776803164,Labroides_dimidiatus,d
Labroides_dimidiatus_A_1,1396.8929999999998,Labroides_dimidiatus,d
Labroides_dimidiatus_J_1,1589.454,Labroides_dimidiatus,d
Labropsis_australis_J_1,1482.8970000000002,Labropsis_australis,d
Larabicus_quadrilineatus_M_1,1413.621,Larabicus_quadrilineatus,d
Lutjanus_argentiventris_A_1,1487.494,Lutjanus_argentiventris,d
Macolor_niger_76,1192.56990424612,Macolor_niger,d
Macolor_niger_J_1,1726.297,Macolor_niger,d
Melichthys_niger_A_1,1524.27,Melichthys_niger,d
Monotaxis_grandoculis_A_1,1228.2730000000001,Monotaxis_grandoculis,d
Monotaxis_grandoculis_juv_80,1310.5283224565599,Monotaxis_grandoculis,d
Mycteroperca_jordani_A_1,1411.233,Mycteroperca_jordani,d
Myripristis_violacea_81,1360.31455131177,Myripristis_violacea,d
Myripristis_violacea_A_1,1336.1589999999999,Myripristis_violacea,d
Naso_brachycentron_82,1198.8935230606698,Naso_brachycentron,d
Naso_brachycentron_F_1,1260.139,Naso_brachycentron,d
Naso_elegans_86,1510.3600712011998,Naso_elegans,d
Notocirrhitus_splendens_A_2,1498.485,Notocirrhitus_splendens,d
Omobranchus_smithi_A_1,1390.368,Omobranchus_smithi,d
Oxycheilinus_digramma_A_1,1385.193,Oxycheilinus_digramma,d
Paradiancistrus_cuyoensis_A_1,1216.163,Paradiancistrus_cuyoensis,d
Parupeneus_cyclostomus_97,1256.2056862131599,Parupeneus_cyclostomus,d
Parupeneus_cyclostomus_A_3,1406.9779999999998,Parupeneus_cyclostomus,d
Platax_boersii_A_1,1356.599,Platax_boersii,d
Platax_teira_A_1,1632.379,Platax_teira,d
Pomacanthus_sexstriatus_A_1,1769.013,Pomacanthus_sexstriatus,d
Pomacanthus_xanthometopon_A_1,1790.217,Pomacanthus_xanthometopon,d
Pomacanthus_xanthometopon_A_2,1717.07,Pomacanthus_xanthometopon,d
Pomacentrus_bankanensis_A_2,1647.352,Pomacentrus_bankanensis,d
Pterocaesio_pisang_A_2,1274.806,Pterocaesio_pisang,d
Scarus_chameleon_F_1,1393.1889999999999,Scarus_chameleon,d
Scarus_chameleon_M_1,1682.16,Scarus_chameleon,d
Scarus_iseri_F_1,1379.287,Scarus_iseri,d
Scarus_spinus_M_2,1702.295,Scarus_spinus,d
Scarus_zelindae_M_2,1550.026,Scarus_zelindae,d
Seriola_lalandi_A_2,1085.124,Seriola_lalandi,d
Stethojulis_trilineata_M_2,1745.233,Stethojulis_trilineata,d
Sufflamen_chrysopterum_208,1368.00486085237,Sufflamen_chrysopterum,d
Sufflamen_chrysopterum_A_1,1450.48,Sufflamen_chrysopterum,d
Synchiropus_splendidus_A_2,1905.777,Synchiropus_splendidus,d
Thalassoma_hardwicke_133,1554.99789018552,Thalassoma_hardwicke,d
Thalassoma_jansenii_M_1,1568.1989999999998,Thalassoma_jansenii,d
Trachurus_trachurus_A_2,1132.458,Trachurus_trachurus,d
Upeneus_moluccensis_A_1,1314.015,Upeneus_moluccensis,d
Zebrasoma_desjardinii_J_1,1892.4379999999999,Zebrasoma_desjardinii,d
Zebrasoma_rostratum_A_2,1592.836,Zebrasoma_rostratum,d
Abalistes_stellatus_A_2,1508.023,Abalistes_stellatus,e
Abudefduf_notatus_1,1336.97232612667,Abudefduf_notatus,e
Abudefduf_sordidus_A_3,1363.285,Abudefduf_sordidus,e
Acanthurus_lineatus_6,1724.7422857679699,Acanthurus_lineatus,e
Acanthurus_olivaceus_J_1,1649.809,Acanthurus_olivaceus,e
Amblyeleotris_steinitzi_A_2,1383.6329999999998,Amblyeleotris_steinitzi,e
Amblyglyphidodon_ternatensis_A_2,1599.098,Amblyglyphidodon_ternatensis,e
Amblyglyphidodon_ternatensis_J_1,1609.588,Amblyglyphidodon_ternatensis,e
Anampses_neoguinaicus_J_1,1388.6989999999998,Anampses_neoguinaicus,e
Arothron_meleagris_A_2,1483.233,Arothron_meleagris,e
Arothron_meleagris_yellow_15,1429.97437895642,Arothron_meleagris,e
Arothron_stellatus_A_1,1545.0079999999998,Arothron_stellatus,e
Atypichthys_latus_A_1,1567.704,Atypichthys_latus,e
Axoclinus_multicinctus_A_3,1331.692,Axoclinus_multicinctus,e
Balistapus_undulatus_A_1,1687.277,Balistapus_undulatus,e
Bodianus_axillaris_178,1404.4571834984101,Bodianus_axillaris,e
Bodianus_axillaris_A_2,1528.338,Bodianus_axillaris,e
Bodianus_axillaris_A_3,1483.5639999999999,Bodianus_axillaris,e
Bodianus_axillaris_J_1,1578.839,Bodianus_axillaris,e
Cantherhines_dumerilii_J_1,1521.5810000000001,Cantherhines_dumerilii,e
Canthigaster_figueiredoi_A_1,1395.645,Canthigaster_figueiredoi,e
Caranx_melampygus_30,1346.31708758395,Caranx_melampygus,e
Chaetodon_austriacus_A_1,1737.543,Chaetodon_austriacus,e
Chaetodon_meyeri_39,1698.6716356133402,Chaetodon_meyeri,e
Chaetodon_rafflesii_A_1,1768.842,Chaetodon_rafflesii,e
Chlorurus_bowersi_A_1,1817.5829999999999,Chlorurus_bowersi,e
Chlorurus_rhakoura_A_2,1351.505,Chlorurus_rhakoura,e
Chlorurus_sordidus_fem_182,1172.03963085907,Chlorurus_sordidus,e
Chlorurus_sordidus_M_1,1657.9479999999999,Chlorurus_sordidus,e
Chlorurus_sordidus_male_184,1673.26177333457,Chlorurus_sordidus,e
Chromis_nitida_A_1,1426.0910000000001,Chromis_nitida,e
Chromis_nitida_A_2,1577.246,Chromis_nitida,e
Chromis_ternatensis_49,1279.1342700761,Chromis_ternatensis,e
Chromis_ternatensis_A_2,1273.251,Chromis_ternatensis,e
Chrysiptera_starcki_A_2,1643.5620000000001,Chrysiptera_starcki,e
Cirripectes_castaneus_A_1,1375.231,Cirripectes_castaneus,e
Coris_aygula_fem_186,1503.32482956426,Coris_aygula,e
Coris_aygula_J_2,1555.023,Coris_aygula,e
Coris_aygula_male_190,1249.47186975125,Coris_aygula,e
Ctenochaetus_flavicauda_J_1,1572.624,Ctenochaetus_flavicauda,e
Cyprinocirrhites_polyactis_A_1,1439.281,Cyprinocirrhites_polyactis,e
Dascyllus_reticulatus_A_2,1447.565,Dascyllus_reticulatus,e
Ecsenius_bicolor_A_1,1439.082,Ecsenius_bicolor,e
Epinephelus_albomarginatus_A_1,1316.7089999999998,Epinephelus_albomarginatus,e
Epinephelus_hexagonatus_A_1,1526.3,Epinephelus_hexagonatus,e
Eubalichthys_caeruleoguttatus_M_1,1466.854,Eubalichthys_caeruleoguttatus,e
Gobiodon_okinawae_A_1,1531.286,Gobiodon_okinawae,e
Gobiodon_okinawae_A_2,1543.925,Gobiodon_okinawae,e
Gobiosoma_hildebrandi_M_1,1145.863,Gobiosoma_hildebrandi,e
Haemulon_album_A_1,1181.924,Haemulon_album,e
Halichoeres_hortulanus_female_65,1470.79700128129,Halichoeres_hortulanus_,e
Hemigymnus_fasciatus_67,1331.13472691991,Hemigymnus_fasciatus,e
Hemitaurichthys_thompsoni_A_1,1188.046,Hemitaurichthys_thompsoni,e
Holacanthus_ciliaris_A_1,1797.991,Holacanthus_ciliaris,e
Labroides_bicolor_70,1254.0494240933901,Labroides_bicolor,e
Lutjanus_kasmira_75,1509.48901278941,Lutjanus_kasmira,e
Mycteroperca_olfax_A_1,1318.723,Mycteroperca_olfax,e
Myripristis_adusta_A_2,1418.405,Myripristis_adusta,e
Naso_brevirostris_fem_83,1305.31957299038,Naso_brevirostris,e
Naso_brevirostris_J_1,1427.096,Naso_brevirostris,e
Naso_brevirostris_male_85,1361.8147862944,Naso_brevirostris,e
Neoglyphidodon_carlsoni_A_1,1373.701,Neoglyphidodon_carlsoni,e
Neoglyphidodon_melas_89,1380.95575212508,Neoglyphidodon_melas,e
Neoglyphidodon_melas_juv_90,1539.8913567962302,Neoglyphidodon_melas,e
Omobranchus_aurosplendidus_A_2,1415.247,Omobranchus_aurosplendidus,e
Pempheris_schomburgkii_A_1,1263.518,Pempheris_schomburgkii,e
Pictilabrus_laticlavius_F_2,1311.671,Pictilabrus_laticlavius,e
Platax_orbicularis_A_1,1544.45,Platax_orbicularis,e
Plectropomus_laevis_A_3,1440.4389999999999,Plectropomus_laevis,e
Plectropomus_pessuliferus_172,1489.42012362662,Plectropomus_pessuliferus,e
Pomacanthus_zonipectus_A_1,1612.64,Pomacanthus_zonipectus,e
Pomacentrus_imitator_A_1,1379.8410000000001,Pomacentrus_imitator,e
Pomacentrus_sulfureus_108,1484.5398243884,Pomacentrus_sulfureus,e
Pseudanthias_evansi_A_1,1566.3210000000001,Pseudanthias_evansi,e
Pseudanthias_hypselosoma_M_2,1515.703,Pseudanthias_hypselosoma,e
Ptereleotris_microlepis_A_1,1558.8970000000002,Ptereleotris_microlepis,e
Pterocaesio_tile_A_1,1364.1370000000002,Pterocaesio_tile,e
Pterois_volitans_111,1710.65595432707,Pterois_volitans,e
Sargocentron_caudimaculatum_115,1528.96979704923,Sargocentron_caudimaculatum,e
Scarus_tricolor_fem_127,1234.63124332618,Scarus_tricolor,e
Scarus_tricolor_M_1,1591.8229999999999,Scarus_tricolor,e
Scarus_tricolor_male_128,1578.7359652586701,Scarus_tricolor,e
Scarus_trispinosus_A_1,1200.451,Scarus_trispinosus,e
Scarus_vetula_M_1,1728.695,Scarus_vetula,e
Scorpaena_ascensionis_A_1,1500.865,Scorpaena_ascensionis,e
Siganus_stellatus_A_1,1580.1570000000002,Siganus_stellatus,e
