names_worms,scores,species,set
Sparisoma_amplum_F_1,1402.851,Sparisoma_amplum,a
Sparisoma_chrysopterum_M_2,1493.8670000000002,Sparisoma_chrysopterum,a
Stegastes_punctatus_A_2,1430.104,Stegastes_punctatus,a
Symphorus_nematophorus_A_2,1741.432,Symphorus_nematophorus,a
Thalassoma_grammaticum_A_1,1617.211,Thalassoma_grammaticum,a
Thalassoma_grammaticum_A_2,1623.261,Thalassoma_grammaticum,a
Zebrasoma_scopas_140,1443.02364613384,Zebrasoma_scopas,a
Zebrasoma_scopas_A_1,1706.104,Zebrasoma_scopas,a
Abudefduf_vaigiensis_3,1412.25811400655,Abudefduf_vaigiensis,b
Acanthurus_grammoptilus_A_2,1475.1960000000001,Acanthurus_grammoptilus,b
Acanthurus_leucopareius_A_1,1354.106,Acanthurus_leucopareius,b
Acanthurus_tennentii_8,1662.2504185268801,Acanthurus_tennentii,b
Acanthurus_tennentii_A_1,1538.211,Acanthurus_tennentii,b
Acanthurus_thompsoni_9,1351.53308931591,Acanthurus_thompsoni,b
Acanthurus_thompsoni_A_2,1251.038,Acanthurus_thompsoni,b
Acanthurus_triostegus_10,1474.24585046121,Acanthurus_triostegus,b
Acanthurus_triostegus_A_1,1601.775,Acanthurus_triostegus,b
Achoerodus_viridis_J_1,1425.866,Achoerodus_viridis,b
Aethaloperca_rogaa_11,1192.36771678023,Aethaloperca_rogaa,b
Balistes_capriscus_A_1,1652.476,Balistes_capriscus,b
Balistes_punctatus_A_2,1738.4270000000001,Balistes_punctatus,b
Bodianus_mesothorax_A_1,1547.391,Bodianus_mesothorax,b
Cephalopholis_spiloparaea_A_1,1336.764,Cephalopholis_spiloparaea,b
Chaetodipterus_zonatus_A_1,1521.731,Chaetodipterus_zonatus,b
Chaetodon_falcula_34,1620.0820651263598,Chaetodon_falcula,b
Chaetodon_guttatissimus_35,1583.49905200982,Chaetodon_guttatissimus,b
Chaetodon_miliaris_A_1,1661.714,Chaetodon_miliaris,b
Chaetodon_pelewensis_A_1,1711.756,Chaetodon_pelewensis,b
Chilomycterus_antennatus_A_1,1513.525,Chilomycterus_antennatus,b
Chlorurus_gibbus_M_1,1698.08,Chlorurus_gibbus,b
Chlorurus_gibbus_M_2,1713.339,Chlorurus_gibbus,b
Chromis_atripectoralis_46,1553.5559762449698,Chromis_atripectoralis,b
Chromis_dimidiata_47,1452.27041963125,Chromis_dimidiata,b
Cirrhitus_rivulatus_J_1,1612.82,Cirrhitus_rivulatus,b
Ctenochaetus_striatus_53,1276.91997831574,Ctenochaetus_striatus,b
Ctenochaetus_tominiensis_A_1,1545.8429999999998,Ctenochaetus_tominiensis,b
Ctenochaetus_tominiensis_A_2,1590.9779999999998,Ctenochaetus_tominiensis,b
Dascyllus_aruanus_54,1420.7337390619,Dascyllus_aruanus,b
Dascyllus_aruanus_A_1,1672.289,Dascyllus_aruanus,b
Diploprion_bifasciatum_A_3,1562.479,Diploprion_bifasciatum,b
Eleotrica_cableae_A_1,1399.8239999999998,Eleotrica_cableae,b
Epinephelus_cyanopodus_A_1,1573.786,Epinephelus_cyanopodus,b
Epinephelus_cyanopodus_A_2,1496.592,Epinephelus_cyanopodus,b
Epinephelus_labriformis_A_1,1495.297,Epinephelus_labriformis,b
Epinephelus_ongus_A_2,1345.194,Epinephelus_ongus,b
Epinephelus_ongus_A_3,1374.3270000000002,Epinephelus_ongus,b
Gomphosus_caeruleus_juv_62,1203.1976657429302,Gomphosus_caeruleus,b
Gomphosus_caeruleus_M_1,1549.349,Gomphosus_caeruleus,b
Gomphosus_caeruleus_male_63,1386.0979300782801,Gomphosus_caeruleus,b
Haemulon_scudderii_A_2,1224.4489999999998,Haemulon_scudderii,b
Halichoeres_chierchiae_M_1,1559.924,Halichoeres_chierchiae,b
Halichoeres_hortulanus_F_2,1620.546,Halichoeres_hortulanus,b
Halichoeres_hortulanus_J_1,1383.806,Halichoeres_hortulanus,b
Halichoeres_hortulanus_male_66,1496.4533573389701,Halichoeres_hortulanus,b
Halichoeres_marginatus_M_1,1729.9089999999999,Halichoeres_marginatus,b
Labroides_pectoralis_A_1,1412.858,Labroides_pectoralis,b
Labroides_phthirophagus_A_1,1548.2879999999998,Labroides_phthirophagus,b
Labropsis_manabei_J_1,1447.6270000000002,Labropsis_manabei,b
Lutjanus_griseus_A_1,1168.222,Lutjanus_griseus,b
Lutjanus_semicinctus_A_1,1355.1589999999999,Lutjanus_semicinctus,b
Mycteroperca_fusca_A_1,1384.136,Mycteroperca_fusca,b
Mycteroperca_fusca_A_2,1327.8329999999999,Mycteroperca_fusca,b
Naso_unicornis_87,1456.2687342301901,Naso_unicornis,b
Ophthalmolepis_lineolata_M_1,1611.84,Ophthalmolepis_lineolata,b
Ostorhinchus_aureus_A_3,1345.3929999999998,Ostorhinchus_aureus,b
Oxycheilinus_bimaculatus_F_1,1415.33,Oxycheilinus_bimaculatus,b
Oxycheilinus_unifasciatus_J_1,1295.617,Oxycheilinus_unifasciatus,b
Paracanthurus_hepatus_95,1753.18592281142,Paracanthurus_hepatus,b
Plectorhinchus_lessonii_J_1,1501.433,Plectorhinchus_lessonii,b
Pomacanthus_arcuatus_A_2,1604.969,Pomacanthus_arcuatus,b
Pomacanthus_imperator_J_1,1907.889,Pomacanthus_imperator,b
Pomacanthus_imperator_J_2,1910.861,Pomacanthus_imperator,b
Pomacanthus_semicirculatus_206,1870.07247686555,Pomacanthus_semicirculatus,b
Pomacentrus_simsiang_J_1,1778.29,Pomacentrus_simsiang,b
Pristiapogon_kallopterus_A_3,1422.224,Pristiapogon_kallopterus,b
Pseudanthias_bicolor_F_1,1508.977,Pseudanthias_bicolor,b
Pseudanthias_huchtii_F_1,1541.755,Pseudanthias_huchtii,b
Pseudanthias_huchtii_M_1,1509.0520000000001,Pseudanthias_huchtii,b
Pseudochromis_fuscus_A_2,1581.9489999999998,Pseudochromis_fuscus,b
Pygoplites_diacanthus_A_1,1756.3970000000002,Pygoplites_diacanthus,b
Pygoplites_diacanthus_J_1,1691.717,Pygoplites_diacanthus,b
Pygoplites_diacanthus_J_3,1907.904,Pygoplites_diacanthus,b
Rhinecanthus_aculeatus_114,1601.60980726932,Rhinecanthus_aculeatus,b
Salarias_fasciatus_A_1,1413.4229999999998,Salarias_fasciatus,b
Scarus_globiceps_F_1,1179.138,Scarus_globiceps,b
Scarus_niger_fem_122,1331.53619669392,Scarus_niger,b
Scarus_niger_J_1,1339.933,Scarus_niger,b
Scarus_niger_juv_123,1387.93162757172,Scarus_niger,b
Scarus_niger_male_124,1432.73767024768,Scarus_niger,b
Scarus_quoyi_M_1,1664.5410000000002,Scarus_quoyi,b
Scarus_quoyi_M_3,1707.088,Scarus_quoyi,b
Scarus_schlegeli_M_1,1641.985,Scarus_schlegeli,b
Scarus_taeniopterus_M_2,1684.6670000000001,Scarus_taeniopterus,b
Scolopsis_trilineata_A_1,1272.705,Scolopsis_trilineata,b
Scolopsis_xenochrous_A_2,1406.0810000000001,Scolopsis_xenochrous,b
Semicossyphus_pulcher_A_2,1380.606,Semicossyphus_pulcher,b
Sparisoma_viride_M_1,1645.9520000000002,Sparisoma_viride,b
Symphorichthys_spilurus_A_2,1700.892,Symphorichthys_spilurus,b
Thalassoma_amblycephalum_fem_131,1287.82630281315,Thalassoma_amblycephalum,b
Thalassoma_amblycephalum_M_1,1290.981,Thalassoma_amblycephalum,b
Thalassoma_amblycephalum_male_132,1361.74783480805,Thalassoma_amblycephalum,b
Thalassoma_hebraicum_134,1432.01207875363,Thalassoma_hebraicum,b
Thalassoma_hebraicum_M_1,1844.483,Thalassoma_hebraicum,b
Thalassoma_lunare_F_1,1381.271,Thalassoma_lunare,b
Thalassoma_lunare_male_136,1599.11701982301,Thalassoma_lunare,b
Thalassoma_purpureum_fem_137,1379.10461305644,Thalassoma_purpureum,b
Thalassoma_purpureum_male_138,1732.3391564006101,Thalassoma_purpureum,b
Thalassoma_trilobatum_M_2,1612.7120000000002,Thalassoma_trilobatum,b
Trachypoma_macracanthus_A_2,1447.9720000000002,Trachypoma_macracanthus,b
Acanthochromis_polyacanthus_J_1,1316.9470000000001,Acanthochromis_polyacanthus,c
Acanthurus_leucosternon_5,1763.0023570028898,Acanthurus_leucosternon,c
Acanthurus_leucosternon_A_2,1870.82,Acanthurus_leucosternon,c
Acanthurus_nigricauda_4,1321.3525115897098,Acanthurus_nigricauda,c
Acanthurus_nigrofuscus_7,1374.3946375492,Acanthurus_nigrofuscus,c
Acanthurus_nigrofuscus_A_3,1555.004,Acanthurus_nigrofuscus,c
Acanthurus_nigroris_A_3,1361.675,Acanthurus_nigroris,c
Amblyglyphidodon_aureus_A_2,1658.964,Amblyglyphidodon_aureus,c
Amblyglyphidodon_leucogaster_A_2,1371.922,Amblyglyphidodon_leucogaster,c
Amphiprion_chrysopterus_A_1,1777.805,Amphiprion_chrysopterus,c
Anampses_femininus_F_1,1688.4479999999999,Anampses_femininus,c
Anampses_meleagrides_fem_147,1712.94199374124,Anampses_meleagrides,c
Anampses_meleagrides_male_150,1406.2168313548002,Anampses_meleagrides,c
Anisotremus_taeniatus_J_1,1519.517,Anisotremus_taeniatus,c
Arothron_mappa_A_1,1604.72,Arothron_mappa,c
Balistoides_viridescens_A_1,1489.636,Balistoides_viridescens,c
Belonoperca_chabanaudi_A_2,1562.605,Belonoperca_chabanaudi,c
Bodianus_anthioides_A_2,1610.0020000000002,Bodianus_anthioides,c
Bolbometopon_muricatum_A_1,1415.751,Bolbometopon_muricatum,c
Caesio_suevica_160,1410.7595335467001,Caesio_suevica,c
Calamus_bajonado_A_2,1248.389,Calamus_bajonado,c
Calamus_brachysomus_A_1,1273.205,Calamus_brachysomus,c
Centropyge_tibicen_A_1,1460.224,Centropyge_tibicen,c
Chaetodon_auriga_A_1,1673.886,Chaetodon_auriga,c
Chaetodon_auriga_juv_33,1663.77428714504,Chaetodon_auriga,c
Chaetodon_kleinii_36,1528.78979772575,Chaetodon_kleinii,c
Chaetodon_kleinii2_37,1477.38739683596,Chaetodon_kleinii,c
Chaetodon_octofasciatus_A_1,1645.4389999999999,Chaetodon_octofasciatus,c
Chaetodon_punctatofasciatus_A_1,1728.0870000000002,Chaetodon_punctatofasciatus,c
Chaetodon_punctatofasciatus_J_1,1625.1779999999999,Chaetodon_punctatofasciatus,c
Chaetodon_trifasciatus_41,1621.2821237975102,Chaetodon_trifasciatus,c
Cheiloprion_labiatus_J_2,1677.394,Cheiloprion_labiatus,c
Choerodon_graphicus_143,1513.83673106666,Choerodon_graphicus,c
Chromis_iomelas_A_2,1532.4389999999999,Chromis_iomelas,c
Coris_batuensis_A_1,1557.4379999999999,Coris_batuensis,c
Cromileptes_altivelis_A_2,1626.2520000000002,Cromileptes_altivelis,c
Dascyllus_carneus_55,1413.3073046465302,Dascyllus_carneus,c
Decapterus_macarellus_A_1,1191.333,Decapterus_macarellus,c
Echeneis_naucrates_58,1434.89721927004,Echeneis_naucrates,c
Echeneis_naucrates_A_1,1475.1770000000001,Echeneis_naucrates,c
Epinephelus_areolatus_59,1401.6597291461599,Epinephelus_areolatus,c
Epinephelus_areolatus_A_2,1483.201,Epinephelus_areolatus,c
Epinephelus_marginatus_A_1,1261.618,Epinephelus_marginatus,c
Gnathodentex_aureolineatus_A_1,1370.0520000000001,Gnathodentex_aureolineatus,c
Grammatorcynus_bilineatus_A_1,1250.747,Grammatorcynus_bilineatus,c
Halichoeres_dimidiatus_A_1,1510.276,Halichoeres_dimidiatus,c
Halichoeres_margaritaceus_M_2,1420.7879999999998,Halichoeres_margaritaceus,c
Halichoeres_notospilus_A_1,1459.405,Halichoeres_notospilus,c
Hemitaurichthys_zoster_A_1,1599.224,Hemitaurichthys_zoster,c
Kyphosus_ocyurus_A_1,1385.769,Kyphosus_ocyurus,c
Labrichthys_unilineatus_F_1,1565.983,Labrichthys_unilineatus,c
Labrichthys_unilineatus_fem_166,1129.2409051673,Labrichthys_unilineatus,c
Labrichthys_unilineatus_juv_170,1339.42229526758,Labrichthys_unilineatus,c
Labrichthys_unilineatus_M_1,1587.5620000000001,Labrichthys_unilineatus,c
Labrichthys_unilineatus_male_168,1504.1563548018,Labrichthys_unilineatus,c
Labropsis_xanthonota_72,1459.8043714553799,Labropsis_xanthonota,c
Labropsis_xanthonota_juv_73,1426.18699652538,Labropsis_xanthonota,c
Lutjanus_fulviflamma_74,1260.07067089949,Lutjanus_fulviflamma,c
Lutjanus_monostigma_A_1,1408.506,Lutjanus_monostigma,c
Macropharyngodon_meleagris_F_1,1799.984,Macropharyngodon_meleagris,c
Macropharyngodon_meleagris_M_2,1739.6889999999999,Macropharyngodon_meleagris,c
Monodactylus_argenteus_A_2,1432.918,Monodactylus_argenteus,c
Nemateleotris_magnifica_88,1497.3713756774,Nemateleotris_magnifica,c
Neoglyphidodon_nigroris_J_1,1659.918,Neoglyphidodon_nigroris,c
Oxymonacanthus_longirostris_94,1772.2888611898602,Oxymonacanthus_longirostris,c
Parupeneus_macronemus_98,1326.23324040156,Parupeneus_macronemus,c
Parupeneus_pleurostigma_A_1,1399.201,Parupeneus_pleurostigma,c
Pentapodus_vitta_A_1,1559.6729999999998,Pentapodus_vitta,c
Plectorhinchus_albovittatus_A_2,1293.695,Plectorhinchus_albovittatus,c
Plectorhinchus_albovittatus_A_3,1280.2269999999999,Plectorhinchus_albovittatus,c
Plectroglyphidodon_johnstonianus_202,1355.7626225868198,Plectroglyphidodon_johnstonianus,c
Plectroglyphidodon_lacrymatus_105,1528.14004413507,Plectroglyphidodon_lacrymatus,c
Pomacentrus_caeruleus_107,1652.85886897241,Pomacentrus_caeruleus,c
Pomacentrus_wardi_A_2,1154.579,Pomacentrus_wardi,c
Pseudanthias_squamipinnis_fem_109,1516.80632221634,Pseudanthias_squamipinnis,c
Pseudanthias_squamipinnis_male_110,1594.5868549811498,Pseudanthias_squamipinnis,c
Pseudojuloides_atavai_M_2,1527.3729999999998,Pseudojuloides_atavai,c
Ptereleotris_heteroptera_A_1,1472.175,Ptereleotris_heteroptera,c
Scarus_altipinnis_F_1,1323.388,Scarus_altipinnis,c
Scarus_altipinnis_M_1,1576.374,Scarus_altipinnis,c
Scarus_fuscopurpureus_M_1,1565.961,Scarus_fuscopurpureus,c
Scarus_longipinnis_F_1,1217.785,Scarus_longipinnis,c
Scarus_psittacus_M_2,1608.141,Scarus_psittacus,c
Scolopsis_aurata_A_1,1425.864,Scolopsis_aurata,c
Scolopsis_ghanam_129,1285.51332691793,Scolopsis_ghanam,c
Seriola_dumerili_A_2,1284.03,Seriola_dumerili,c
Sphoeroides_annulatus_A_3,1465.622,Sphoeroides_annulatus,c
Sphyraena_putnamae_A_2,1298.3039999999999,Sphyraena_putnamae,c
Stegastes_fasciolatus_A_1,1322.1329999999998,Stegastes_fasciolatus,c
Stegastes_fasciolatus_A_2,1336.735,Stegastes_fasciolatus,c
Stethojulis_albovittata_fem_144,1319.80521305135,Stethojulis_albovittata,c
Stethojulis_albovittata_M_1,1489.9289999999999,Stethojulis_albovittata,c
Sufflamen_bursa_146,1493.21402317681,Sufflamen_bursa,c
Thalassoma_septemfasciatum_F_1,1307.483,Thalassoma_septemfasciatum,c
Abalistes_stellatus_A_2,1508.023,Abalistes_stellatus,e
Abudefduf_notatus_1,1336.97232612667,Abudefduf_notatus,e
Abudefduf_sordidus_A_3,1363.285,Abudefduf_sordidus,e
Acanthurus_lineatus_6,1724.7422857679699,Acanthurus_lineatus,e
Acanthurus_olivaceus_J_1,1649.809,Acanthurus_olivaceus,e
Amblyeleotris_steinitzi_A_2,1383.6329999999998,Amblyeleotris_steinitzi,e
Amblyglyphidodon_ternatensis_A_2,1599.098,Amblyglyphidodon_ternatensis,e
Amblyglyphidodon_ternatensis_J_1,1609.588,Amblyglyphidodon_ternatensis,e
Anampses_neoguinaicus_J_1,1388.6989999999998,Anampses_neoguinaicus,e
Arothron_meleagris_A_2,1483.233,Arothron_meleagris,e
Arothron_meleagris_yellow_15,1429.97437895642,Arothron_meleagris,e
Arothron_stellatus_A_1,1545.0079999999998,Arothron_stellatus,e
Atypichthys_latus_A_1,1567.704,Atypichthys_latus,e
Axoclinus_multicinctus_A_3,1331.692,Axoclinus_multicinctus,e
Balistapus_undulatus_A_1,1687.277,Balistapus_undulatus,e
Bodianus_axillaris_178,1404.4571834984101,Bodianus_axillaris,e
Bodianus_axillaris_A_2,1528.338,Bodianus_axillaris,e
Bodianus_axillaris_A_3,1483.5639999999999,Bodianus_axillaris,e
Bodianus_axillaris_J_1,1578.839,Bodianus_axillaris,e
Cantherhines_dumerilii_J_1,1521.5810000000001,Cantherhines_dumerilii,e
Canthigaster_figueiredoi_A_1,1395.645,Canthigaster_figueiredoi,e
Caranx_melampygus_30,1346.31708758395,Caranx_melampygus,e
Chaetodon_austriacus_A_1,1737.543,Chaetodon_austriacus,e
Chaetodon_meyeri_39,1698.6716356133402,Chaetodon_meyeri,e
Chaetodon_rafflesii_A_1,1768.842,Chaetodon_rafflesii,e
Chlorurus_bowersi_A_1,1817.5829999999999,Chlorurus_bowersi,e
Chlorurus_rhakoura_A_2,1351.505,Chlorurus_rhakoura,e
Chlorurus_sordidus_fem_182,1172.03963085907,Chlorurus_sordidus,e
Chlorurus_sordidus_M_1,1657.9479999999999,Chlorurus_sordidus,e
Chlorurus_sordidus_male_184,1673.26177333457,Chlorurus_sordidus,e
Chromis_nitida_A_1,1426.0910000000001,Chromis_nitida,e
Chromis_nitida_A_2,1577.246,Chromis_nitida,e
Chromis_ternatensis_49,1279.1342700761,Chromis_ternatensis,e
Chromis_ternatensis_A_2,1273.251,Chromis_ternatensis,e
Chrysiptera_starcki_A_2,1643.5620000000001,Chrysiptera_starcki,e
Cirripectes_castaneus_A_1,1375.231,Cirripectes_castaneus,e
Coris_aygula_fem_186,1503.32482956426,Coris_aygula,e
Coris_aygula_J_2,1555.023,Coris_aygula,e
Coris_aygula_male_190,1249.47186975125,Coris_aygula,e
Ctenochaetus_flavicauda_J_1,1572.624,Ctenochaetus_flavicauda,e
Cyprinocirrhites_polyactis_A_1,1439.281,Cyprinocirrhites_polyactis,e
Dascyllus_reticulatus_A_2,1447.565,Dascyllus_reticulatus,e
Ecsenius_bicolor_A_1,1439.082,Ecsenius_bicolor,e
Epinephelus_albomarginatus_A_1,1316.7089999999998,Epinephelus_albomarginatus,e
Epinephelus_hexagonatus_A_1,1526.3,Epinephelus_hexagonatus,e
Eubalichthys_caeruleoguttatus_M_1,1466.854,Eubalichthys_caeruleoguttatus,e
Gobiodon_okinawae_A_1,1531.286,Gobiodon_okinawae,e
Gobiodon_okinawae_A_2,1543.925,Gobiodon_okinawae,e
Gobiosoma_hildebrandi_M_1,1145.863,Gobiosoma_hildebrandi,e
Haemulon_album_A_1,1181.924,Haemulon_album,e
Halichoeres_hortulanus_female_65,1470.79700128129,Halichoeres_hortulanus_,e
Hemigymnus_fasciatus_67,1331.13472691991,Hemigymnus_fasciatus,e
Hemitaurichthys_thompsoni_A_1,1188.046,Hemitaurichthys_thompsoni,e
Holacanthus_ciliaris_A_1,1797.991,Holacanthus_ciliaris,e
Labroides_bicolor_70,1254.0494240933901,Labroides_bicolor,e
Lutjanus_kasmira_75,1509.48901278941,Lutjanus_kasmira,e
Mycteroperca_olfax_A_1,1318.723,Mycteroperca_olfax,e
Myripristis_adusta_A_2,1418.405,Myripristis_adusta,e
Naso_brevirostris_fem_83,1305.31957299038,Naso_brevirostris,e
Naso_brevirostris_J_1,1427.096,Naso_brevirostris,e
Naso_brevirostris_male_85,1361.8147862944,Naso_brevirostris,e
Neoglyphidodon_carlsoni_A_1,1373.701,Neoglyphidodon_carlsoni,e
Neoglyphidodon_melas_89,1380.95575212508,Neoglyphidodon_melas,e
Neoglyphidodon_melas_juv_90,1539.8913567962302,Neoglyphidodon_melas,e
Omobranchus_aurosplendidus_A_2,1415.247,Omobranchus_aurosplendidus,e
Pempheris_schomburgkii_A_1,1263.518,Pempheris_schomburgkii,e
Pictilabrus_laticlavius_F_2,1311.671,Pictilabrus_laticlavius,e
Platax_orbicularis_A_1,1544.45,Platax_orbicularis,e
Plectropomus_laevis_A_3,1440.4389999999999,Plectropomus_laevis,e
Plectropomus_pessuliferus_172,1489.42012362662,Plectropomus_pessuliferus,e
Pomacanthus_zonipectus_A_1,1612.64,Pomacanthus_zonipectus,e
Pomacentrus_imitator_A_1,1379.8410000000001,Pomacentrus_imitator,e
Pomacentrus_sulfureus_108,1484.5398243884,Pomacentrus_sulfureus,e
Pseudanthias_evansi_A_1,1566.3210000000001,Pseudanthias_evansi,e
Pseudanthias_hypselosoma_M_2,1515.703,Pseudanthias_hypselosoma,e
Ptereleotris_microlepis_A_1,1558.8970000000002,Ptereleotris_microlepis,e
Pterocaesio_tile_A_1,1364.1370000000002,Pterocaesio_tile,e
Pterois_volitans_111,1710.65595432707,Pterois_volitans,e
Sargocentron_caudimaculatum_115,1528.96979704923,Sargocentron_caudimaculatum,e
Scarus_tricolor_fem_127,1234.63124332618,Scarus_tricolor,e
Scarus_tricolor_M_1,1591.8229999999999,Scarus_tricolor,e
Scarus_tricolor_male_128,1578.7359652586701,Scarus_tricolor,e
Scarus_trispinosus_A_1,1200.451,Scarus_trispinosus,e
Scarus_vetula_M_1,1728.695,Scarus_vetula,e
Scorpaena_ascensionis_A_1,1500.865,Scorpaena_ascensionis,e
